Date,Test Case ID,Module,Test Scenario,Test Steps,Expected Result,Actual Result,Status,Remarks
2026-06-24,TC-479,DHCP Subnet API,DELETE /api/dhcp/dhcp-subnet/{id} delete DHCP Subnet,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dhcp/dhcp-subnet/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and DHCP Subnet should be removed from DHCP server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-480,DHCP Subnet API,POST /api/dhcp/dhcp-subnet with invalid/duplicate payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dhcp/dhcp-subnet with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400/409 with validation error,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,SHARED NETWORK API,,,,,,
2026-06-24,TC-481,Shared Network API,GET /api/dhcp/shared-network returns list of Shared Network,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dhcp/shared-network
4. Verify HTTP status code and response schema",API should return 200 with list of Shared Network,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-482,Shared Network API,POST /api/dhcp/shared-network create Shared Network with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dhcp/shared-network with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and Shared Network should be created on Windows DHCP,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-483,Shared Network API,PUT /api/dhcp/shared-network/{id} update Shared Network,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dhcp/shared-network/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated values should reflect in Get-DhcpServer commands,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-484,Shared Network API,DELETE /api/dhcp/shared-network/{id} delete Shared Network,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dhcp/shared-network/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and Shared Network should be removed from DHCP server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-485,Shared Network API,POST /api/dhcp/shared-network with invalid/duplicate payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dhcp/shared-network with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400/409 with validation error,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,HOST API,,,,,,
2026-06-25,TC-486,HOST API,GET /api/dhcp/host returns list of HOST,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dhcp/host
4. Verify HTTP status code and response schema",API should return 200 with list of HOST,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-25,TC-487,HOST API,POST /api/dhcp/host create HOST with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dhcp/host with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and HOST should be created on Windows DHCP,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-25,TC-488,HOST API,PUT /api/dhcp/host/{id} update HOST,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dhcp/host/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated values should reflect in Get-DhcpServer commands,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-25,TC-489,HOST API,DELETE /api/dhcp/host/{id} delete HOST,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dhcp/host/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and HOST should be removed from DHCP server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-25,TC-490,HOST API,POST /api/dhcp/host with invalid/duplicate payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dhcp/host with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400/409 with validation error,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,SUPERNET API,,,,,,
2026-06-25,TC-491,SUPERNET API,GET /api/dhcp/supernet returns list of SUPERNET,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dhcp/supernet
4. Verify HTTP status code and response schema",API should return 200 with list of SUPERNET,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-25,TC-492,SUPERNET API,POST /api/dhcp/supernet create SUPERNET with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dhcp/supernet with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and SUPERNET should be created on Windows DHCP,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-25,TC-493,SUPERNET API,PUT /api/dhcp/supernet/{id} update SUPERNET,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dhcp/supernet/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated values should reflect in Get-DhcpServer commands,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-25,TC-494,SUPERNET API,DELETE /api/dhcp/supernet/{id} delete SUPERNET,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dhcp/supernet/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and SUPERNET should be removed from DHCP server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-25,TC-495,SUPERNET API,POST /api/dhcp/supernet with invalid/duplicate payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dhcp/supernet with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400/409 with validation error,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,VLAN MANAGEMENT API,,,,,,
2026-06-25,TC-496,VLAN Management API,GET /api/dhcp/vlan-management returns list of VLAN Management,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dhcp/vlan-management
4. Verify HTTP status code and response schema",API should return 200 with list of VLAN Management,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
